,date,geography,cause of death,Gender,Age,measure,measures,value
5539,2014,Denbighshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 70-74,Deaths,Value,7
5540,2014,Denbighshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 75-79,Deaths,Value,21
5541,2014,Denbighshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 80-84,Deaths,Value,23
5542,2014,Denbighshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 85-89,Deaths,Value,35
5543,2014,Denbighshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 90 and over,Deaths,Value,75
5544,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,total (all ages),Deaths,Value,1387
5545,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged under 1,Deaths,Value,5
5546,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 1 to 4,Deaths,Value,0
5547,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 5 to 9,Deaths,Value,0
5548,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 10-14,Deaths,Value,0
5549,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 15-19,Deaths,Value,0
5550,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 20-24,Deaths,Value,5
5551,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 25-29,Deaths,Value,0
5552,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 30-34,Deaths,Value,8
5553,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 35-39,Deaths,Value,11
5554,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 40-44,Deaths,Value,21
5555,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 45-49,Deaths,Value,24
5556,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 50-54,Deaths,Value,50
5557,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 55-59,Deaths,Value,48
5558,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 60-64,Deaths,Value,58
5559,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 65-69,Deaths,Value,134
5560,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 70-74,Deaths,Value,134
5561,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 75-79,Deaths,Value,202
5562,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 80-84,Deaths,Value,214
5563,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 85-89,Deaths,Value,218
5564,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 90 and over,Deaths,Value,254
5565,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,total (all ages),Deaths,Value,701
5566,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged under 1,Deaths,Value,5
5567,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 1 to 4,Deaths,Value,0
5568,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 5 to 9,Deaths,Value,0
5569,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 10-14,Deaths,Value,0
5570,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 15-19,Deaths,Value,0
5571,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 20-24,Deaths,Value,0
5572,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 25-29,Deaths,Value,0
5573,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 30-34,Deaths,Value,6
5574,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 35-39,Deaths,Value,7
5575,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 40-44,Deaths,Value,16
5576,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 45-49,Deaths,Value,16
5577,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 50-54,Deaths,Value,30
5578,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 55-59,Deaths,Value,29
5579,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 60-64,Deaths,Value,41
5580,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 65-69,Deaths,Value,83
5581,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 70-74,Deaths,Value,71
5582,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 75-79,Deaths,Value,123
5583,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 80-84,Deaths,Value,91
5584,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 85-89,Deaths,Value,93
5585,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 90 and over,Deaths,Value,89
5586,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,total (all ages),Deaths,Value,686
5587,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged under 1,Deaths,Value,0
5588,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 1 to 4,Deaths,Value,0
5589,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 5 to 9,Deaths,Value,0
5590,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 10-14,Deaths,Value,0
5591,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 15-19,Deaths,Value,0
5592,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 20-24,Deaths,Value,0
5593,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 25-29,Deaths,Value,0
5594,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 30-34,Deaths,Value,0
5595,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 35-39,Deaths,Value,5
5596,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 40-44,Deaths,Value,5
5597,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 45-49,Deaths,Value,8
5598,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 50-54,Deaths,Value,20
5599,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 55-59,Deaths,Value,19
5600,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 60-64,Deaths,Value,17
5601,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 65-69,Deaths,Value,51
5602,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 70-74,Deaths,Value,63
5603,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 75-79,Deaths,Value,79
5604,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 80-84,Deaths,Value,123
5605,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 85-89,Deaths,Value,125
5606,2014,Flintshire,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 90 and over,Deaths,Value,165
5607,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,total (all ages),Deaths,Value,404
5608,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged under 1,Deaths,Value,0
5609,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 1 to 4,Deaths,Value,0
5610,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 5 to 9,Deaths,Value,0
5611,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 10-14,Deaths,Value,0
5612,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 15-19,Deaths,Value,0
5613,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 20-24,Deaths,Value,0
5614,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 25-29,Deaths,Value,0
5615,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 30-34,Deaths,Value,0
5616,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 35-39,Deaths,Value,0
5617,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 40-44,Deaths,Value,5
5618,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 45-49,Deaths,Value,7
5619,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 50-54,Deaths,Value,14
5620,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 55-59,Deaths,Value,9
5621,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 60-64,Deaths,Value,19
5622,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 65-69,Deaths,Value,33
5623,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 70-74,Deaths,Value,35
5624,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 75-79,Deaths,Value,64
5625,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 80-84,Deaths,Value,62
5626,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 85-89,Deaths,Value,80
5627,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Total,Aged 90 and over,Deaths,Value,76
5628,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,total (all ages),Deaths,Value,218
5629,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged under 1,Deaths,Value,0
5630,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 1 to 4,Deaths,Value,0
5631,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 5 to 9,Deaths,Value,0
5632,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 10-14,Deaths,Value,0
5633,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 15-19,Deaths,Value,0
5634,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 20-24,Deaths,Value,0
5635,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 25-29,Deaths,Value,0
5636,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 30-34,Deaths,Value,0
5637,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 35-39,Deaths,Value,0
5638,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 40-44,Deaths,Value,5
5639,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 45-49,Deaths,Value,5
5640,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 50-54,Deaths,Value,11
5641,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 55-59,Deaths,Value,8
5642,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 60-64,Deaths,Value,15
5643,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 65-69,Deaths,Value,24
5644,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 70-74,Deaths,Value,23
5645,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 75-79,Deaths,Value,43
5646,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 80-84,Deaths,Value,26
5647,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 85-89,Deaths,Value,33
5648,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Male,Aged 90 and over,Deaths,Value,26
5649,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,total (all ages),Deaths,Value,186
5650,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged under 1,Deaths,Value,0
5651,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 1 to 4,Deaths,Value,0
5652,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 5 to 9,Deaths,Value,0
5653,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 10-14,Deaths,Value,0
5654,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 15-19,Deaths,Value,0
5655,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 20-24,Deaths,Value,0
5656,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 25-29,Deaths,Value,0
5657,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 30-34,Deaths,Value,0
5658,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 35-39,Deaths,Value,0
5659,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 40-44,Deaths,Value,0
5660,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 45-49,Deaths,Value,0
5661,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 50-54,Deaths,Value,5
5662,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 55-59,Deaths,Value,0
5663,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 60-64,Deaths,Value,5
5664,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 65-69,Deaths,Value,9
5665,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 70-74,Deaths,Value,12
5666,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 75-79,Deaths,Value,21
5667,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 80-84,Deaths,Value,36
5668,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 85-89,Deaths,Value,47
5669,2014,Flintshire,I00-I99 IX Diseases of the circulatory system,Female,Aged 90 and over,Deaths,Value,50
5670,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,total (all ages),Deaths,Value,1388
5671,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged under 1,Deaths,Value,6
5672,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 1 to 4,Deaths,Value,5
5673,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 5 to 9,Deaths,Value,0
5674,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 10-14,Deaths,Value,0
5675,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 15-19,Deaths,Value,5
5676,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 20-24,Deaths,Value,5
5677,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 25-29,Deaths,Value,5
5678,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 30-34,Deaths,Value,6
5679,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 35-39,Deaths,Value,6
5680,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 40-44,Deaths,Value,12
5681,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 45-49,Deaths,Value,20
5682,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 50-54,Deaths,Value,30
5683,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 55-59,Deaths,Value,49
5684,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 60-64,Deaths,Value,80
5685,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 65-69,Deaths,Value,97
5686,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 70-74,Deaths,Value,154
5687,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 75-79,Deaths,Value,171
5688,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 80-84,Deaths,Value,243
5689,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 85-89,Deaths,Value,245
5690,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Total,Aged 90 and over,Deaths,Value,253
5691,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,total (all ages),Deaths,Value,677
5692,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged under 1,Deaths,Value,5
5693,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 1 to 4,Deaths,Value,0
5694,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 5 to 9,Deaths,Value,0
5695,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 10-14,Deaths,Value,0
5696,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 15-19,Deaths,Value,0
5697,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 20-24,Deaths,Value,5
5698,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 25-29,Deaths,Value,5
5699,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 30-34,Deaths,Value,0
5700,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 35-39,Deaths,Value,6
5701,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 40-44,Deaths,Value,10
5702,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 45-49,Deaths,Value,9
5703,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 50-54,Deaths,Value,18
5704,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 55-59,Deaths,Value,27
5705,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 60-64,Deaths,Value,42
5706,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 65-69,Deaths,Value,57
5707,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 70-74,Deaths,Value,87
5708,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 75-79,Deaths,Value,94
5709,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 80-84,Deaths,Value,123
5710,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 85-89,Deaths,Value,112
5711,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Male,Aged 90 and over,Deaths,Value,75
5712,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,total (all ages),Deaths,Value,711
5713,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged under 1,Deaths,Value,0
5714,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 1 to 4,Deaths,Value,0
5715,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 5 to 9,Deaths,Value,0
5716,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 10-14,Deaths,Value,0
5717,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 15-19,Deaths,Value,0
5718,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 20-24,Deaths,Value,0
5719,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 25-29,Deaths,Value,0
5720,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 30-34,Deaths,Value,5
5721,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 35-39,Deaths,Value,0
5722,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 40-44,Deaths,Value,0
5723,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 45-49,Deaths,Value,11
5724,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 50-54,Deaths,Value,12
5725,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 55-59,Deaths,Value,22
5726,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 60-64,Deaths,Value,38
5727,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 65-69,Deaths,Value,40
5728,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 70-74,Deaths,Value,67
5729,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 75-79,Deaths,Value,77
5730,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 80-84,Deaths,Value,120
5731,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 85-89,Deaths,Value,133
5732,2014,Wrexham,"A00-R99,U00-Y89 All causes, all ages",Female,Aged 90 and over,Deaths,Value,178
5733,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,total (all ages),Deaths,Value,370
5734,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged under 1,Deaths,Value,0
5735,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 1 to 4,Deaths,Value,0
5736,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 5 to 9,Deaths,Value,0
5737,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 10-14,Deaths,Value,0
5738,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 15-19,Deaths,Value,0
5739,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 20-24,Deaths,Value,0
5740,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 25-29,Deaths,Value,0
5741,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 30-34,Deaths,Value,0
5742,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 35-39,Deaths,Value,0
5743,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 40-44,Deaths,Value,0
5744,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 45-49,Deaths,Value,5
5745,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 50-54,Deaths,Value,9
5746,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 55-59,Deaths,Value,18
5747,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 60-64,Deaths,Value,16
5748,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 65-69,Deaths,Value,25
5749,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 70-74,Deaths,Value,35
5750,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 75-79,Deaths,Value,47
5751,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 80-84,Deaths,Value,68
5752,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 85-89,Deaths,Value,70
5753,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Total,Aged 90 and over,Deaths,Value,73
5754,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,total (all ages),Deaths,Value,184
5755,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged under 1,Deaths,Value,0
5756,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 1 to 4,Deaths,Value,0
5757,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 5 to 9,Deaths,Value,0
5758,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 10-14,Deaths,Value,0
5759,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 15-19,Deaths,Value,0
5760,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 20-24,Deaths,Value,0
5761,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 25-29,Deaths,Value,0
5762,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 30-34,Deaths,Value,0
5763,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 35-39,Deaths,Value,0
5764,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 40-44,Deaths,Value,0
5765,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 45-49,Deaths,Value,0
5766,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 50-54,Deaths,Value,7
5767,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 55-59,Deaths,Value,11
5768,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 60-64,Deaths,Value,10
5769,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 65-69,Deaths,Value,20
5770,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 70-74,Deaths,Value,18
5771,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 75-79,Deaths,Value,27
5772,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 80-84,Deaths,Value,31
5773,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 85-89,Deaths,Value,30
5774,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Male,Aged 90 and over,Deaths,Value,23
5775,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,total (all ages),Deaths,Value,186
5776,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged under 1,Deaths,Value,0
5777,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 1 to 4,Deaths,Value,0
5778,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 5 to 9,Deaths,Value,0
5779,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 10-14,Deaths,Value,0
5780,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 15-19,Deaths,Value,0
5781,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 20-24,Deaths,Value,0
5782,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 25-29,Deaths,Value,0
5783,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 30-34,Deaths,Value,0
5784,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 35-39,Deaths,Value,0
5785,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 40-44,Deaths,Value,0
5786,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 45-49,Deaths,Value,0
5787,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 50-54,Deaths,Value,0
5788,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 55-59,Deaths,Value,7
5789,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 60-64,Deaths,Value,6
5790,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 65-69,Deaths,Value,5
5791,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 70-74,Deaths,Value,17
5792,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 75-79,Deaths,Value,20
5793,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 80-84,Deaths,Value,37
5794,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 85-89,Deaths,Value,40
5795,2014,Wrexham,I00-I99 IX Diseases of the circulatory system,Female,Aged 90 and over,Deaths,Value,50
5796,2014,Powys,"A00-R99,U00-Y89 All causes, all ages",Total,total (all ages),Deaths,Value,1454
